gold_hard,input,llm_soft,llm_hard
A,"FACT: a new season occurs four times per year
Q: How many divisions of particular weather patterns and hours of daylight is a year divided into?
A: 4
B: long
C: 3
D: 12","[{' A': -6.827632e-08, ' D': -16.690186, ' B': -17.125679, ' C': -18.851707, ' E': -19.386612}]", A
A,"FACT: a forest environment is often green in color
Q: What environment is often green?
A: tree zones
B: arctics
C: deserts
D: oceans","[{' A': -1.6521892e-05, ' D': -11.209405, ' B': -12.945427, ' C': -14.411431, ' E': -18.096275}]", A
A,"FACT: as temperature in the environment increases , the body temperature of a reptile in that environment will increase
Q: Some of shelled item containers for replication processes are use by which kind of life form?
A: reptile
B: dog
C: plant
D: invisible","[{' A': -0.009048467, ' D': -5.1505127, ' B': -5.7966843, ' C': -8.661903, ' E': -14.291496}]", A
A,"FACT: muscles pull bones to move the bones
Q: If a leg is moving then the bones inside the skin are
A: being controlled by brawn
B: being slowly softened up
C: being made to break down
D: being torn into pieces","[{' A': -6.031526e-06, ' B': -12.149327, ' C': -14.70236, ' D': -14.76734, ' E': -17.392101}]", A
C,"FACT: rubber is an thermal insulator
Q: Rubber can protect from
A: cold
B: burns
C: electricity
D: fire","[{' A': -7.279122e-05, ' B': -10.144321, ' C': -10.303417, ' D': -16.203587, ' E': -18.506557}]", A
A,"FACT: An example of combining two substances is pouring one substance into the other substance
Q: An example of combining two substances is
A: pouring queso into guacamole
B: setting a laptop on a desk
C: building a roof on a house
D: putting clothes in a suitcase","[{' A': -0.00013657632, ' D': -8.901877, ' B': -15.180563, ' C': -15.472861, ' E': -17.282438}]", A
A,"FACT: damming a river can cause a lake to form
Q: If a beaver does what it does in order to build its home, then near the river will form
A: a large H2O source
B: a den for tigers
C: a small military camp
D: a giant black hole","[{' A': -0.00089722703, ' D': -7.3600664, ' C': -8.849629, ' B': -9.081853, ' E': -12.556773}]", A
A,"FACT: some birds live in forests
Q: Where might you find eggs?
A: forest
B: space
C: lava
D: ocean","[{' A': -5.460492e-07, ' D': -14.9517975, ' B': -15.279442, ' C': -17.726501, ' E': -20.412903}]", A
A,"FACT: if a tree is cut down then that tree will die
Q: Cutting down a tree
A: ceases its ability to grow
B: will cause it to grown 10x bigger
C: will decrease the likelihood of deforestation
D: will cause the tree to flourish","[{' A': -0.026848476, ' D': -3.6477969, ' B': -7.746735, ' C': -11.462631, ' E': -15.636374}]", A
A,"FACT: as population of predators decreases , the population of prey will increase in an environment
Q: Imagine a huge rabies epidemic, where all the cats in the world died, which species would over run the earth?
A: Rodents
B: Pachyderms
C: Butterflys
D: Homo sapiens","[{' A': -4.2631407e-05, ' B': -10.604343, ' C': -11.466358, ' D': -11.823246, ' E': -17.188251}]", A
A,"FACT: as temperature increases , the ability of that liquid to dissolve solids will increase
Q: Leaving coconut oil out on a counter, as the day grows hotter, what happens to the oil?
A: changes from solid to wet
B: it hardens up a lot
C: it begins to rot
D: it needs to be refrigerated","[{' A': -2.2365928e-05, ' D': -11.177938, ' B': -12.16307, ' C': -12.690443, ' E': -16.072723}]", A
C,"FACT: the moon orbits the Earth
Q: The moon orbits an object that orbits the
A: Earth
B: moon
C: sun
D: Mars","[{' A': -7.224551e-06, ' C': -11.838653, ' B': -17.201902, ' D': -18.977133, ' E': -19.609129}]", A
A,"FACT: an animal requires nutrients to grow and heal
Q: An animal needs what for for growing and repairing?
A: calories from sustenance
B: warm water
C: reproduction actions
D: hunters ammo","[{' A': -0.00043999054, ' B': -8.065793, ' D': -9.369695, ' C': -10.117932, ' E': -16.414852}]", A
A,"FACT: An example of a change in the Earth is an ocean becoming a wooded area
Q: What is an example of a change in the Earth?
A: an expanse of water turning to forested land
B: a duck living in the woods
C: a forest growing larger
D: a river flowing strongly","[{' A': -0.4849391, ' C': -1.0405955, ' D': -3.4820018, ' B': -8.1977005, ' E': -15.813248}]", A
A,"FACT: An example of evaporation is a body of water drying up by absorbing heat energy
Q: An example of evaporation is a body of water drying up by
A: prolonged solar expsosure
B: cooking lunch
C: taking naps
D: smiting enemies","[{' A': -0.00514623, ' C': -5.635288, ' D': -6.4704022, ' B': -11.130038, ' E': -16.531872}]", A
A,"FACT: when sound reaches the ear , that sound can be heard
Q: sound can be heard when it reaches what?
A: hearing organ
B: brain
C: eyes
D: neck","[{' A': -6.2699432e-06, ' D': -12.264296, ' B': -13.449506, ' E': -15.87811, ' C': -16.984203}]", A
C,"FACT: a female insect lays eggs during the adult stage of an insect 's life cycle
Q: What kind of insects lays eggs during the adult stage of its life cycle?
A: All
B: large
C: queen
D: Male","[{' A': -2.693682e-06, ' C': -12.794794, ' D': -17.701593, ' B': -17.944162, ' E': -19.95448}]", A
A,"FACT: all living things grow
Q: If something consumes air, then
A: it has capacity to grow
B: it is home grown
C: it will grow into a life form
D: it was hatched from a shell","[{' A': -4.277735e-07, ' B': -15.455986, ' D': -15.672295, ' C': -16.214989, ' E': -19.955444}]", A
A,"FACT: rocks sometimes contain aluminum
Q: A miner is searching for stones and rocks that can be used for other purposes than for building. He wants to be able to find and process something worthwhile, so he looks for rocks with
A: aluminium
B: sand
C: roxys
D: pearl","[{' A': -6.827632e-08, ' B': -16.69722, ' D': -18.015762, ' C': -18.166428, ' E': -19.118134}]", A
A,"FACT: if a flexible container is pushed on then that container will change shape
Q: An example of a flexible container
A: Play dough
B: Bricks
C: Bones
D: Carrots","[{' A': -0.052966207, ' D': -2.9972942, ' B': -6.4067097, ' C': -11.426316, ' E': -12.262339}]", A
A,"FACT: An example of avoiding waste is using an object more than once
Q: One example of avoiding waste when grocery shopping is to bring your own
A: cloth satchel
B: greedy nature
C: one-use paper bags
D: disposable plastic bag","[{' A': -0.04624848, ' C': -3.156623, ' D': -6.4851365, ' B': -6.812377, ' E': -15.913588}]", A
A,"FACT: xylem transports materials through the plant
Q: Which organism uses xylem for materials transport?
A: saguaro cactus
B: liverwort
C: green algae
D: sphagnum moss","[{' A': -0.1599884, ' C': -2.7875211, ' B': -2.9961698, ' D': -3.316101, ' E': -14.265441}]", A
A,"FACT: magnifying makes seeing small things easier through using a microscope
Q: When a microscope magnifies, it is
A: enlarging
B: enabling
C: viewing
D: observing","[{' A': 0.0, ' B': -18.161987, ' D': -18.557646, ' E': -19.036133, ' C': -19.22203}]", A
A,"FACT: if a living thing becomes too cold then that living thing will die
Q: If an animal gets too cold for its body to perform its functions, that animal will
A: perish due coldness
B: laugh to death
C: do math
D: float","[{' A': -0.008363997, ' D': -4.7956715, ' C': -10.313341, ' B': -10.401841, ' E': -16.196596}]", A
A,"FACT: explosions can cause harm to an organism
Q: Which is most harmful to a human?
A: dynamite going off
B: reading email
C: balloons popping
D: opening a soda","[{' A': -0.0009779445, ' B': -7.5957575, ' D': -8.041688, ' C': -8.78505, ' E': -15.957154}]", A
A,"FACT: a renewable resource can be replaced
Q: Which of the following is the most replaceable?
A: the energy captured by a windmill
B: the oil from the earth
C: the iron from the earth
D: the energy provided by natural hydrogen","[{' A': -6.6619094e-07, ' D': -14.763008, ' C': -15.137298, ' B': -15.918968, ' E': -20.1231}]", A
A,"FACT: a hot something is a source of heat
Q: A person may source warmth from
A: embers
B: flowers
C: rain
D: ice","[{' A': -3.076318e-07, ' E': -15.225685, ' B': -16.356926, ' C': -17.456383, ' D': -17.688957}]", A
A,"FACT: An example of hitting something is dropping an object onto that something
Q: A guy can hit another person if he
A: drops a rock
B: lifts a dog
C: picks up shoes
D: sings a song","[{' A': -0.00023631456, ' D': -8.534538, ' C': -10.390586, ' B': -11.634353, ' E': -16.260351}]", A
A,"FACT: as distance to an object increases , that object will appear smaller
Q: A man is filling up his tank at the gas station, then goes inside and pays. When he comes back out, his truck is being stolen! He chases the truck as the thief pulls away in it and begins to speed off. Though the truck was huge, right in front of him a moment ago, as the truck accelerates and the man struggles to keep up, the truck
A: looks smaller
B: looks bigger
C: looks cold
D: looks away","[{' A': -2.4543265e-06, ' B': -12.912935, ' E': -17.316355, ' C': -17.879694, ' D': -17.929682}]", A
A,"FACT: if food is cooked then heat energy is added to that food
Q: Heat energy has been added to
A: red velvet cupcakes
B: Greek yogurt
C: ceviche
D: Caesar salad","[{' A': -0.13623935, ' D': -2.5235913, ' C': -3.0725415, ' B': -7.024171, ' E': -13.335687}]", A
A,"FACT: when the season changes , the amount of daylight will change
Q: Sunlight is a source of light from what?
A: local star
B: moonbeam
C: lamps
D: lightbulbs","[{' A': -3.170517e-06, ' C': -12.813768, ' D': -14.8156, ' B': -16.753077, ' E': -19.04796}]", A
A,"FACT: as the amount of food an animal eats decreases , that organism will become thinner
Q: If a wolf is unable to catch prey reliably, the wolf will
A: show ribs
B: hunt more
C: have pups
D: take naps","[{' A': 0.0, ' B': -17.639786, ' D': -18.620125, ' E': -18.69571, ' C': -19.265715}]", A
A,"FACT: climate is the usual kind of weather in a location
Q: How would a location's climate be determined?
A: look at the weather many mornings, afternoons, and evenings in different seasons
B: look at the the most extreme weather events
C: look at the weather at noon only
D: look at the weather on one day","[{' A': -0.0032018025, ' C': -6.0664563, ' B': -7.6621976, ' D': -7.806958, ' E': -15.603588}]", A
A,"FACT: Louis Pasteur invented pasteurization
Q: The inventor of pasteurization also worked on
A: vaccinations
B: telephones
C: automobiles
D: electricity","[{' A': 0.0, ' B': -17.126587, ' D': -19.272858, ' C': -19.704872, ' E': -21.750237}]", A
A,"FACT: if a substance absorbs solar energy then that substance will increase in temperature
Q: If a substance can absorb solar energy, then what can or will happen to that substance?
A: it will see a raising of warmth levels
B: heat levels will decrease exponentially
C: temperatures will be maintained
D: the substance will gradually cool","[{' A': -5.675771e-06, ' C': -12.915853, ' D': -12.930165, ' B': -13.99301, ' E': -16.815962}]", A
A,"FACT: an anemometer is used to measure wind speed
Q: Which is true
A: an anemometer would measure a tropic front
B: an anemometer would measure thunder
C: an anemometer would measure a rainbow
D: an anemometer would measure a lightning bolt","[{' A': -0.0005859189, ' D': -8.004782, ' C': -8.292639, ' B': -13.321806, ' E': -19.783026}]", A
A,"FACT: dead organisms rot
Q: Which of the following is most likely to occur?
A: a felled tree rots
B: a stone pile rots
C: a living tree rots
D: a pile of sand rots","[{' A': 0.0, ' B': -17.920189, ' D': -18.451874, ' C': -19.49099, ' E': -21.438217}]", A
A,"FACT: as available resources increases , the population of an organism that uses those resources will increase
Q: A field is experiencing above average rainfall and food is plentiful, so the rabbits living there will
A: produce larger litters
B: find new land
C: die much younger
D: eat less food","[{' A': 0.0, ' B': -17.538635, ' D': -18.272963, ' E': -18.56446, ' C': -19.54274}]", A
A,"FACT: rocks sometimes contain aluminum
Q: Rocks sometimes contain what?
A: element Al
B: books
C: wind
D: fire","[{' A': 0.0, ' B': -17.053183, ' D': -17.830101, ' C': -18.022263, ' E': -18.511915}]", A
A,"FACT: cows only eat plants
Q: A herd of cattle is slowly making its way through a large field. The shepherd realizes that he forgot to bring grain for the cattle, yet the cattle will survive just fine in the field, because
A: they eat roughage
B: they hunt meat
C: they eat insects
D: they eat prey","[{' A': -6.827632e-08, ' D': -16.474617, ' B': -18.114494, ' C': -18.390808, ' E': -18.616402}]", A
A,"FACT: living underground can be used for hiding from predators
Q: Which creature would be safest from predators in its natural underground habitat?
A: moles
B: lizards
C: eagles
D: sardines","[{' A': -0.007097619, ' B': -4.951723, ' D': -13.548188, ' C': -17.720842, ' E': -18.785692}]", A
A,"FACT: predators eat prey
Q: A small rodent will fear a creature such as a fox because
A: foxes enjoy rodent dinners
B: foxes are very small
C: squirrels eat mostly beans
D: mice are able to fly","[{' A': -3.076318e-07, ' D': -15.026772, ' B': -17.316795, ' C': -18.22744, ' E': -20.637482}]", A
A,"FACT: the color of fur is an inherited characteristic
Q: The property of fur that is a result of the way that it reflects or emits light is
A: an inherited characteristic
B: a fabricated characteristic
C: a manufacturing characteristic
D: an age characteristic","[{' A': -6.827632e-08, ' B': -15.854416, ' D': -18.551765, ' E': -18.66201, ' C': -19.051132}]", A
A,"FACT: sunlight produces heat
Q: Heat causes you to sweat, so at which time of day will you sweat most?
A: high noon
B: night time
C: early morning
D: during a snowstorm","[{' A': -0.08887507, ' B': -2.6870804, ' C': -4.083977, ' D': -9.024048, ' E': -16.961952}]", A
A,"FACT: as the amount of polluting gasses in the atmoshere increases , the atmospheric temperature will increase
Q: When pollution levels get higher, the gas in the atmosphere
A: raises temps
B: dries up
C: melts away
D: cools earth","[{' A': 0.0, ' D': -17.759857, ' C': -17.976898, ' B': -18.274511, ' E': -20.220879}]", A
A,"FACT: landslides often occur on mountains
Q: Rocks are most likely to kill you while
A: hiking a mountain
B: in a pool
C: at a concert
D: in a cornfield","[{' A': -6.827632e-08, ' B': -16.503792, ' D': -17.352654, ' C': -18.329025, ' E': -20.348724}]", A
B,"FACT: living things can all reproduce
Q: Living things can all
A: reproduce asexually
B: create a progeny
C: produce spores
D: find mates","[{' A': -0.0008564793, ' B': -7.5498824, ' D': -8.030832, ' C': -12.313951, ' E': -15.832467}]", A
A,"FACT: if a tree is cut down then that tree will die
Q: The deforestation can be the cause of what occurrence?
A: death of trees
B: death of oceans
C: saline solutions
D: global warming","[{' A': -0.1743936, ' D': -1.8324746, ' B': -11.011224, ' C': -15.291817, ' E': -16.81077}]", A
A,"FACT: a plant 's roots slowly break down rocks as the roots grow
Q: What is the most likely cause of split rocks on a mountain slope?
A: pine tree roots
B: true enlightenment
C: sea urchins
D: heavy metal music","[{' A': -0.00023249895, ' C': -8.582049, ' D': -10.282565, ' B': -11.431009, ' E': -17.127054}]", A
A,"FACT: conserving water can be used for survival in a dry environment
Q: A person needing to last a long time in an arid space with limited water sources will
A: drink sparingly
B: drink frequently
C: drink greedily
D: drink liberally","[{' A': 0.0, ' D': -19.119482, ' B': -20.20958, ' E': -20.53164, ' C': -20.673042}]", A
A,"FACT: a closed circuit has continuous path
Q: Which of the following likely make up a path for electrical energy to travel to a device?
A: steel or copper
B: rice or beans
C: peaches or cream
D: cotton and solar","[{' A': -0.00033641793, ' D': -8.611343, ' C': -8.824342, ' B': -11.81868, ' E': -19.985611}]", A
A,"FACT: folding an object causes that object to change shape
Q: A piece of paper is a different shape when it
A: is made into a paper fan
B: is on a desk
C: has a drawing on it
D: has words on it","[{' A': -9.606849e-06, ' B': -11.546556, ' C': -17.316439, ' D': -17.833864, ' E': -19.147799}]", A
A,"FACT: natural disasters can cause animals to leave an environment
Q: Animals may relocate to a new environment if their old environment
A: experienced a large hurricane
B: experienced a serious thunderstorm
C: had a few arid days
D: had little rainfall for a week","[{' A': -1.771398e-05, ' D': -11.159746, ' B': -13.153116, ' C': -13.362047, ' E': -18.248857}]", A
C,"FACT: if the amount of available food and water decreases in an environment then animals may leave that environment to find food and water
Q: Building which of the following would cause an animal exodus from the region?
A: a conservatory
B: a park
C: a car dealership
D: a forest","[{' A': -0.09995553, ' D': -2.5179167, ' B': -4.3528543, ' C': -6.4227552, ' E': -14.05636}]", A
A,"FACT: if something is a raw material then that something comes directly from a source
Q: diamonds exist because of the existence of
A: raw carbon
B: work force
C: plant feeding
D: machines","[{' A': 0.0, ' B': -17.615265, ' D': -18.062393, ' E': -18.971693, ' C': -19.24027}]", A
A,"FACT: the sun is the source of energy for life on Earth
Q: Which of these items is required for a deer to live
A: sun
B: iron
C: sand
D: cafeteria","[{' A': -4.838501e-06, ' B': -12.25632, ' D': -15.561734, ' C': -17.85587, ' E': -19.344524}]", A
A,"FACT: scavengers eat dead organisms
Q: Scavengers eat dead what?
A: fauna
B: stars
C: meteors
D: dreams","[{' A': -4.277735e-07, ' B': -15.197617, ' C': -15.312804, ' D': -16.910576, ' E': -19.375496}]", A
A,"FACT: mice live in in holes in the ground in fields
Q: Mice live in holes where?
A: pastureland
B: lakes
C: oceans
D: skyscrapers","[{' A': -0.003189183, ' D': -5.7623973, ' B': -10.487647, ' C': -11.277069, ' E': -16.672256}]", A
A,"FACT: the respiratory system transfers oxygen to the circulatory system
Q: The lungs give O2 to the
A: bloodstream
B: neighbor
C: ozone
D: poor","[{' A': -5.460492e-07, ' C': -14.886962, ' B': -16.075058, ' D': -16.311768, ' E': -20.36869}]", A
A,"FACT: as ability to transport food increases around the world , the available types of food in distant locations will increase
Q: Being able to enjoy eating Mideastern dates in a small town in the USA is possible because
A: transporting food became easier, cheaper, and quicker
B: transporting food pays better
C: transported food tastes great
D: fresh food is better than transported food","[{' A': 0.0, ' B': -17.232023, ' D': -17.928528, ' C': -18.26725, ' E': -20.28196}]", A
A,"FACT: a female insect lays eggs during the adult stage of an insect 's life cycle
Q: When a lady beetle is grown up, she may spend time
A: laying a clutch
B: making a memory
C: making friends
D: seeing the sights","[{' A': -1.8841804e-07, ' D': -15.263106, ' C': -18.289253, ' B': -18.347488, ' E': -19.03772}]", A
A,"FACT: thermal conduction is when materials conduct heat through those materials
Q: An example of thermal conductivity is
A: Leaving a fire log poker in the fire place
B: Sitting down on a bed
C: Throwing a large ball
D: Yelling into a megaphone at a crowd","[{' A': -0.013095667, ' B': -4.3560214, ' D': -8.648265, ' C': -12.109881, ' E': -18.825426}]", A
A,"FACT: a planet rotating causes cycles of day and night on that planet
Q: Earth rotating causes
A: the cycling of AM and PM
B: the creation of volcanic eruptions
C: the cycling of the tides
D: the creation of gravity","[{' A': -0.00041411104, ' C': -7.8320637, ' D': -11.042299, ' B': -13.587068, ' E': -18.197504}]", A
A,"FACT: a squid produces thrust by pushing water out of its body
Q: Which of the following would push water out of its body to evade an orca?
A: a squid
B: a shark
C: a flounder
D: a lobster","[{' A': 0.0, ' D': -18.103102, ' B': -18.312208, ' C': -18.84256, ' E': -19.44217}]", A
A,"FACT: cows only eat plants
Q: A cow will gain energy from eating
A: dandelions
B: eggs
C: frogs
D: birds","[{' A': -0.005063914, ' D': -5.2899685, ' B': -11.98026, ' C': -12.790303, ' E': -15.921728}]", A
A,"FACT: moving changes position
Q: A thing's position is altered when
A: the thing adjusts its location
B: the thing is in position
C: thing feels moved emotionally
D: things are considering moving","[{' A': -4.277735e-07, ' D': -14.669441, ' B': -17.07663, ' C': -17.601883, ' E': -19.113708}]", A
A,"FACT: dead organisms decay
Q: After life all things
A: decompose
B: freeze in time
C: become lively
D: regenerate","[{' A': -3.076318e-07, ' D': -15.03949, ' B': -16.621185, ' C': -18.382133, ' E': -19.1697}]", A
A,"FACT: shelter can protect humans from weather
Q: Shelter is one of the basic human needs along with food, water, and
A: companionship
B: art
C: tools
D: music","[{' A': -6.0633804e-05, ' C': -9.785506, ' B': -12.370604, ' D': -15.41168, ' E': -17.758429}]", A
A,"FACT: a tectonic plate moves along a fault line
Q: Tectonic plates move along
A: planar fractures
B: error lines
C: triangular fractures
D: defect line","[{' A': -0.001705805, ' B': -6.378941, ' D': -12.243923, ' C': -12.93784, ' E': -15.041355}]", A
A,"FACT: a predator eats other animals for food
Q: If a thing is using other animals for nourishment, then the thing is a
A: predator
B: producer
C: inanimate
D: herbivore","[{' A': 0.0, ' B': -17.87602, ' E': -17.973099, ' C': -19.27874, ' D': -19.443756}]", A
B,"FACT: if two animals have the same food source then those two animals compete for food
Q: If two hawks find a dead fox, they will
A: eat
B: battle
C: starve
D: fly","[{' A': -1.0204763e-05, ' D': -11.776673, ' B': -13.051057, ' E': -14.822335, ' C': -16.558542}]", A
A,"FACT: quartz scratches glass easily
Q: Quartz can very easily damage
A: smelted silica
B: granite
C: diamonds
D: steel","[{' A': -0.09036406, ' D': -2.6832137, ' C': -4.140245, ' B': -6.150773, ' E': -11.784417}]", A
A,"FACT: the mantle is located just below Earth 's crust
Q: One of the earth's layer's is it's crust. It can be found
A: just above it's mantle
B: in the center of the earth
C: on top of the moon
D: close to the sun","[{' A': -0.00019070739, ' B': -8.56552, ' C': -16.045189, ' D': -16.515175, ' E': -19.46627}]", A
A,"FACT: raccoons eat waste
Q: A proper meal for a raccoon could be
A: old taco meat
B: a wooden sign
C: a taco truck
D: a soft pebble","[{' A': -0.0009699528, ' C': -6.947068, ' B': -12.11351, ' D': -12.84102, ' E': -19.111214}]", A
A,"FACT: a pulley is used to lift a flag on a flagpole
Q: A pulley is used to lift what on a flagpole?
A: banner
B: thermometer
C: plants
D: food","[{' A': -0.02470144, ' D': -3.715543, ' C': -9.844968, ' B': -12.559017, ' E': -16.268513}]", A
A,"FACT: cooking food to proper temperatures protects against food poisoning by killing bacteria and viruses
Q: To prevent illness
A: properly heat hamburgers and steaks
B: thaw chicken on uncovered counter tops
C: eat raw cookie dough
D: hamburger meat should stay pink","[{' A': -0.00057369197, ' D': -7.8796854, ' C': -8.551492, ' B': -13.122003, ' E': -19.206688}]", A
A,"FACT: if something is a raw material in a process then that something is required for that process
Q: A person needs to use a raw material to cool an engine, so they might use
A: H2O in a jug
B: fire in a house
C: salt in a shaker
D: corn in a stove","[{' A': -3.3212986e-05, ' D': -10.808695, ' C': -11.677149, ' B': -12.298114, ' E': -18.058489}]", A
A,"FACT: An example of weathering is when a plant root grows into a crack in rock
Q: Weathering can do what?
A: change a sculpture to dust
B: build a steel city
C: travel to space on air
D: create a time traveling vortex.","[{' A': -0.0002410829, ' B': -8.839222, ' C': -9.250195, ' D': -15.962955, ' E': -17.536457}]", A
A,"FACT: a greenhouse is used to protect plants from the cold
Q: A person can grow cabbage in January with the help of what product?
A: Green house
B: Parliment
C: Congress
D: White house","[{' A': -6.827632e-08, ' D': -16.461945, ' B': -16.528374, ' C': -18.438408, ' E': -18.60019}]", A
A,"FACT: an organism is a source of organic matter
Q: An organism is a source of what kind of matter?
A: biotic
B: inanimate
C: dead
D: live action","[{' A': -0.007817505, ' D': -4.9616213, ' B': -7.151784, ' C': -13.151914, ' E': -15.925955}]", A
A,"FACT: sediment is formed by weathering
Q: The creation of sediment is produced by
A: the break down of other materials
B: materials joining together into one
C: solar interaction with the earth
D: chemicals compounds combining together","[{' A': -9.012677e-06, ' B': -11.649757, ' D': -14.850197, ' C': -16.898079, ' E': -19.077065}]", A
A,"FACT: the color of an object can be discovered by looking at that object
Q: If a person is blind and needs to know the color of a sign, they
A: have someone describe it
B: fill out a form
C: are out of luck
D: make a best guess","[{' A': -6.827632e-08, ' D': -16.315765, ' B': -17.383987, ' E': -18.369415, ' C': -18.714493}]", A
A,"FACT: electrical devices convert electricity into other forms of energy
Q: The family cooked most of their food using a stove and
A: electricity
B: luck
C: ice
D: magic","[{' A': -0.002672866, ' B': -5.9292316, ' C': -11.707978, ' D': -14.395784, ' E': -17.843126}]", A
A,"FACT: as the amount of rain increases in an environment , available sunlight will decrease in that environment
Q: What decreases in an environment as the amount of rain increases?
A: solar light
B: water
C: rivers
D: hydration","[{' A': -4.2433903e-06, ' C': -12.679699, ' B': -14.194423, ' D': -14.489956, ' E': -19.158184}]", A
A,"FACT: as the sale of a product decreases , the amount of money made by the person selling that product will decrease
Q: as Ford lost customers it's earnings
A: plummeted
B: raised
C: stayed the same
D: fluctuated","[{' A': -6.827632e-08, ' B': -15.783157, ' E': -17.6829, ' C': -18.519638, ' D': -18.99942}]", A
A,"FACT: if the population of an organism increases then the ecosystem may become overpopulated with that organism
Q: Invasive plants in an ecosystem often lead to
A: overpopulation
B: rainy weather
C: rashes
D: GMOs","[{' A': -7.8540467e-07, ' D': -14.304977, ' C': -15.702361, ' B': -16.723114, ' E': -19.003433}]", A
A,"FACT: metal is a nonrenewable resource
Q: Unlike trees in the forest or a pond full of fish, metal is only available until
A: it is depleted for good
B: it is found on catfish scales
C: it becomes necessary to conduct electricity long distances
D: it is used to make diamond rings","[{' A': 0.0, ' D': -17.633917, ' B': -17.646559, ' C': -19.948431, ' E': -19.96328}]", A
A,"FACT: milliliters mL is a unit used for measuring volume generally used for values between 1 and 1000
Q: Millilters mL is a unit generally used for values between 1 and 1000 to measure
A: the space inside a container
B: the height of a container
C: the weight of a container
D: the length of a container","[{' A': -3.7743856e-05, ' D': -10.593116, ' B': -11.43772, ' C': -13.208663, ' E': -16.33586}]", A
A,"FACT: reproduction is a stage in the life cycle process
Q: A creature may reproduce during
A: a stage of maturity
B: a concert on stage
C: a stage of denial
D: a staging of hosts","[{' A': -3.170517e-06, ' D': -12.972186, ' B': -14.173648, ' C': -15.10554, ' E': -19.21789}]", A
A,"FACT: an organism requires energy for growth
Q: If a thing is going to be able to expand, it will require
A: nutriment
B: pipes
C: flounder
D: conversation","[{' A': 0.0, ' B': -17.889557, ' D': -18.549377, ' E': -18.795647, ' C': -19.188986}]", A
