gold_hard,input,llm_soft,llm_hard
True,"On June 2017, the following claim was made: Deepika Padukone played the lead role in Love Aaj Kal.
Q: Was this claim true or false?","[{'True': -0.022865526, 'False': -3.7895355, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Mutiny on the Bounty is based on a pre-existing property.
Q: Was this claim true or false?","[{'True': -0.00013740796, 'False': -8.892135, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Meghan Markle was born in August.
Q: Was this claim true or false?","[{'True': -0.2886032, 'False': -1.3835357, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Alcoholic drink is one of the most widely used recreational drugs on the planet.
Q: Was this claim true or false?","[{'True': -0.008875019, 'False': -4.728937, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: The Indian National Congress was founded in India.
Q: Was this claim true or false?","[{'True': -6.21807e-05, 'False': -9.685006, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Joseph Merrick was the inspiration of the play The Elephant Man.
Q: Was this claim true or false?","[{'True': -0.00037231104, 'False': -7.8958035, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Richard Kuklinski has a relatives.
Q: Was this claim true or false?","[{'True': -0.03021116, 'False': -3.514609, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Ang Lee works in the film industry.
Q: Was this claim true or false?","[{'True': -2.4510746e-05, 'False': -10.61503, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Hermit crabs are crustaceans in the superfamily Paguroidea.
Q: Was this claim true or false?","[{'True': -3.4167595e-05, 'False': -10.281665, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
False,"On June 2017, the following claim was made: Red Bull Racing races under an Austrian permit.
Q: Was this claim true or false?","[{'True': -0.07854428, 'False': -2.5831065, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: DodgeBall: A True Underdog Story has Vince Vaughn and Ben Stiller in starring roles.
Q: Was this claim true or false?","[{'True': -4.2870764e-05, 'False': -10.057056, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Emperor Norton is immortalized by authors from different continents.
Q: Was this claim true or false?","[{'True': -0.00021884627, 'False': -8.427526, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Simi Valley, California, reported a higher median household income than that of the overall nation in 2012.
Q: Was this claim true or false?","[{'True': -0.0038437427, 'False': -5.5632153, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: A.J. Styles is a professional wrestler.
Q: Was this claim true or false?","[{'True': -1.5687427e-05, 'False': -11.060684, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Richard Kuklinski has a family.
Q: Was this claim true or false?","[{'True': -0.015771406, 'False': -4.157434, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Macklemore's song ""Thrift Shop"" was number one in America in 2013.
Q: Was this claim true or false?","[{'True': -0.00012894507, 'False': -8.955497, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Anne Boleyn is influential.
Q: Was this claim true or false?","[{'True': -0.00013860193, 'False': -8.88408, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Mikhail Prokhorov is the former chairman of Polyus Gold.
Q: Was this claim true or false?","[{'True': -0.03438327, 'False': -3.3873265, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Chris Bosh (basketball player) won his first NBA Finals title in 2012.
Q: Was this claim true or false?","[{'True': -4.3347598e-05, 'False': -10.044225, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Alan Shepard was Chief of the Astronaut Office from November 1968 to July 1969.
Q: Was this claim true or false?","[{'True': -4.46589e-05, 'False': -10.014738, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
False,"On June 2017, the following claim was made: Pakistan's semi-industrialized economy is the 25th largest in purchasing power parity in the world.
Q: Was this claim true or false?","[{'True': -0.20082518, 'False': -1.7040526, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: One of the cast members of the DC Extended Universe is Henry Cavill.
Q: Was this claim true or false?","[{'True': -7.720381e-05, 'False': -9.469154, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
False,"On June 2017, the following claim was made: The Hunger Games film series' first film was produced by Gary Ross.
Q: Was this claim true or false?","[{'True': -1.5925843e-05, 'False': -11.043617, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: There is a film called Annie.
Q: Was this claim true or false?","[{'True': -0.00016590822, 'False': -8.704023, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Social interaction can be supplied by a Pet.
Q: Was this claim true or false?","[{'True': -0.00029998703, 'False': -8.111795, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: House of Balloons is someone's first mixtape.
Q: Was this claim true or false?","[{'True': -0.06563925, 'False': -2.7562215, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: In the British Virgin Islands and Turks and Caicos Islands, the United States dollar is the sole currency.
Q: Was this claim true or false?","[{'True': -0.00013395278, 'False': -8.917599, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Practical Magic is based on a 1995 novel.
Q: Was this claim true or false?","[{'True': -0.0001735385, 'False': -8.658864, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Dulquer Salmaan received a Filmfare Award nomination.
Q: Was this claim true or false?","[{'True': -0.14917636, 'False': -1.9762868, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: The Block (album)'s single was released on May 13, 2008.
Q: Was this claim true or false?","[{'True': -0.052817706, 'False': -2.9672003, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: The Boeing 767 is used for transatlantic flights.
Q: Was this claim true or false?","[{'True': -9.127325e-05, 'False': -9.300972, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Chris Bosh (basketball player) plays in the National Basketball Association as a professional basketball player.
Q: Was this claim true or false?","[{'True': -0.00013335768, 'False': -8.92203, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Ed and Lorraine Warren were paranormal investigators.
Q: Was this claim true or false?","[{'True': -1.0800813e-05, 'False': -11.429851, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Stomp the Yard stars an American actor born in 1982.
Q: Was this claim true or false?","[{'True': -0.10208535, 'False': -2.332554, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Hebe (goddess) was a cupbearer.
Q: Was this claim true or false?","[{'True': -2.200643e-05, 'False': -10.7234335, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
False,"On June 2017, the following claim was made: Hebe (goddess)'s successor was Leto.
Q: Was this claim true or false?","[{'True': -0.010254827, 'False': -4.5851216, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
False,"On June 2017, the following claim was made: Dev Patel has not worked with John Madden.
Q: Was this claim true or false?","[{'True': -0.05648246, 'False': -2.9019334, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Ding Yanyuhang is male.
Q: Was this claim true or false?","[{'True': -4.144026e-05, 'False': -10.090899, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Paula Abdul was an American Idol (season 8) judge.
Q: Was this claim true or false?","[{'True': -6.516092e-05, 'False': -9.638012, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: The Fly was released in 1986.
Q: Was this claim true or false?","[{'True': -0.003742207, 'False': -5.589939, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Backing vocalists provide vocal harmony.
Q: Was this claim true or false?","[{'True': -7.224551e-06, 'False': -11.8321295, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: The expression to say while Trick-or-Treating is ""Trick or treat"".
Q: Was this claim true or false?","[{'True': -7.937927e-06, 'False': -11.741647, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Buffy the Vampire Slayer is a television series.
Q: Was this claim true or false?","[{'True': -1.6282536e-05, 'False': -11.022682, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: The Good German starred Cate Blanchett.
Q: Was this claim true or false?","[{'True': -0.00095223205, 'False': -6.957152, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
False,"On June 2017, the following claim was made: Nero Claudius Caesar's death did not end the Julio-Claudian dynasty.
Q: Was this claim true or false?","[{'True': -0.20369907, 'False': -1.6912326, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Taarak Mehta Ka Ooltah Chashmah is produced by Neela Tele Films Private Limited and has run a long time.
Q: Was this claim true or false?","[{'True': -0.0001244142, 'False': -8.991922, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Joni Mitchell has toured.
Q: Was this claim true or false?","[{'True': -0.00043736608, 'False': -7.7349343, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: ASAP Rocky has directed music videos for himself.
Q: Was this claim true or false?","[{'True': -0.006868573, 'False': -4.984232, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Amy Winehouse died on 23 July 2011.
Q: Was this claim true or false?","[{'True': -0.000887084, 'False': -7.0280094, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
False,"On June 2017, the following claim was made: Sejong the Great was born in April of 1397.
Q: Was this claim true or false?","[{'True': -0.0011215664, 'False': -6.7935557, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Baadshah had at least one language dubbed over it.
Q: Was this claim true or false?","[{'True': -0.007938244, 'False': -4.84003, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Web applications generate dynamic web pages.
Q: Was this claim true or false?","[{'True': -1.5925843e-05, 'False': -11.042053, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Two and a Half Men is a television sitcom.
Q: Was this claim true or false?","[{'True': -3.0473995e-05, 'False': -10.3977585, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: The Incredibles 2 is a movie.
Q: Was this claim true or false?","[{'True': -3.0353855e-05, 'False': -10.400856, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
False,"On June 2017, the following claim was made: The Brat Pack is only a nickname given to a group of old actors who appeared together in films.
Q: Was this claim true or false?","[{'True': -0.0799093, 'False': -2.5665503, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Uranium uses the symbol U.
Q: Was this claim true or false?","[{'True': -2.7728449e-05, 'False': -10.492719, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
False,"On June 2017, the following claim was made: Maria Theresa's father died in 1744.
Q: Was this claim true or false?","[{'True': -0.00030344594, 'False': -8.100218, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Jack Lowden was in films in leading roles.
Q: Was this claim true or false?","[{'True': -8.8171946e-05, 'False': -9.3363, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
False,"On June 2017, the following claim was made: The first series of Sensitive Skin aired in mid-2007.
Q: Was this claim true or false?","[{'True': -0.37275138, 'False': -1.1674367, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Kelly Bishop is the actress who portrays Lorelai Gilmore's mom.
Q: Was this claim true or false?","[{'True': -1.7953334e-05, 'False': -10.923404, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: No Way Out is by Puff Daddy and credits ""The Family"".
Q: Was this claim true or false?","[{'True': -0.0016625172, 'False': -6.4002066, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: FC Bayern Munich was founded.
Q: Was this claim true or false?","[{'True': -0.41187152, 'False': -1.0859209, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Macklemore is a hip hop artist.
Q: Was this claim true or false?","[{'True': -1.44972155e-05, 'False': -11.141944, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: William Cohen comes from Maine.
Q: Was this claim true or false?","[{'True': -0.00080356566, 'False': -7.126726, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: UNESCO's City of Literature class is part of its Creative Cities Network.
Q: Was this claim true or false?","[{'True': -2.5225998e-05, 'False': -10.583597, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Chris Mullin played with a professional basketball team.
Q: Was this claim true or false?","[{'True': -0.00019774071, 'False': -8.528579, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Lyon is the third-largest city in France.
Q: Was this claim true or false?","[{'True': -8.912656e-05, 'False': -9.324498, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Charles Howard Hinton was a math expert from Britain.
Q: Was this claim true or false?","[{'True': -0.00033510666, 'False': -8.0011425, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Milk is based on the life of Harvey Milk and stars Sean Penn.
Q: Was this claim true or false?","[{'True': -0.0060529984, 'False': -5.11024, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Yvonne Strahovski has worked on movies and TV shows.
Q: Was this claim true or false?","[{'True': -2.5464416e-05, 'False': -10.576853, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: John DiMaggio had a role on Teen Titans.
Q: Was this claim true or false?","[{'True': -0.000680869, 'False': -7.292467, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Award-winning four-year stage career is something Jack Lowden had.
Q: Was this claim true or false?","[{'True': -0.00015505555, 'False': -8.77186, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: The X-Files starred David Duchovny as the lead role.
Q: Was this claim true or false?","[{'True': -2.8206221e-05, 'False': -10.473233, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: The House of the Spirits is based on the 1982 book La Casa de los Espíritus by Isabel Allende.
Q: Was this claim true or false?","[{'True': -2.8206221e-05, 'False': -10.473142, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Romani people in the Republic of Macedonia are able to speak at least one language.
Q: Was this claim true or false?","[{'True': -0.00023702794, 'False': -8.347, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: The cinematography of Far from the Madding Crowd was by at least one cinematographer.
Q: Was this claim true or false?","[{'True': -1.5567284e-05, 'False': -11.065894, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Valles Marineris is on Mars.
Q: Was this claim true or false?","[{'True': -3.249586e-05, 'False': -10.3322315, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Jefferson Davis grew up on cotton plantations in the United States.
Q: Was this claim true or false?","[{'True': -0.0007810784, 'False': -7.155108, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Anneliese van der Pol had an early career.
Q: Was this claim true or false?","[{'True': -0.005973485, 'False': -5.1234045, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: South Island is referred to as the ""mainland"" by South Island residents and it is a cultured place.
Q: Was this claim true or false?","[{'True': -0.65229213, 'False': -0.7357425, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Hinduism has texts.
Q: Was this claim true or false?","[{'True': -1.8310955e-05, 'False': -10.905261, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: The Walking Dead (comic book) was a franchise inspiration.
Q: Was this claim true or false?","[{'True': -8.984087e-05, 'False': -9.317235, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Heaven Can Wait came out after Here Comes Mr. Jordan.
Q: Was this claim true or false?","[{'True': -0.21106732, 'False': -1.6592559, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: SZA's music combines elements from different genres.
Q: Was this claim true or false?","[{'True': -6.2699432e-06, 'False': -11.968008, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Jefferson Davis grew up.
Q: Was this claim true or false?","[{'True': -0.113006234, 'False': -2.2362819, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: The Monster features guest vocals.
Q: Was this claim true or false?","[{'True': -0.1633651, 'False': -1.8923384, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Burbank, California is a location where secret and technologically advanced airplanes were produced during the cold war.
Q: Was this claim true or false?","[{'True': -0.12609743, 'False': -2.1330857, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: In response to Neil Young's song Southern Man, the band Lynyrd Skynyrd wrote Sweet Home Alabama.
Q: Was this claim true or false?","[{'True': -5.8130416e-05, 'False': -9.752629, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Lorelai Gilmore has a mother who appears on the show.
Q: Was this claim true or false?","[{'True': -5.562516e-05, 'False': -9.796984, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: The Siege of Fort Stanwix took place.
Q: Was this claim true or false?","[{'True': -3.690939e-05, 'False': -10.206083, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: The Maltese language is a national language.
Q: Was this claim true or false?","[{'True': -0.00032932175, 'False': -8.018624, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Actor Jerome Flynn was born on March 16, 1963.
Q: Was this claim true or false?","[{'True': -0.00041745167, 'False': -7.7814684, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Maximum Overdrive was written by Stephen King.
Q: Was this claim true or false?","[{'True': -0.007421166, 'False': -4.9071174, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Therasia is based on the volcanic island group of Santorini.
Q: Was this claim true or false?","[{'True': -0.43570438, 'False': -1.040746, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: A staging area is a location.
Q: Was this claim true or false?","[{'True': -1.9621319e-05, 'False': -10.833569, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: While Trick-or-Treating children wear costumes.
Q: Was this claim true or false?","[{'True': -1.3900239e-05, 'False': -11.184141, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Punch-Drunk Love was distributed by an American film studio.
Q: Was this claim true or false?","[{'True': -3.2616e-05, 'False': -10.327585, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Toy Story 2 is an animated film.
Q: Was this claim true or false?","[{'True': -2.7611111e-05, 'False': -10.49728, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: In Stanley Park, lots of trees have been replanted.
Q: Was this claim true or false?","[{'True': -0.012343064, 'False': -4.400824, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: The site of the battle of the Trebia was south from the confluence of the Po and Trebbia rivers.
Q: Was this claim true or false?","[{'True': -0.00018522002, 'False': -8.59379, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Jab Tak Hai Jaan was praised for its cinematography.
Q: Was this claim true or false?","[{'True': -4.5967376e-05, 'False': -9.985847, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
True,"On June 2017, the following claim was made: Shannon Lee (actress) is a businesswoman.
Q: Was this claim true or false?","[{'True': -0.021668602, 'False': -3.8427057, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",True
